Tissue block Dimensions:
  1.000000000000000E-002  2.000000000000000E-002  8.000000000000000E-002
Number of vessel segments:  
      2035

********************************************************************************  
  X1-coordinate	 	Y1-coordinate		Z1-coordinate
  X2-coordinate	 	Y2-coordinate		Z2-coordinate
  Radius		Index (0 for inflow segment, -1 for outflow segment)
  Number of parent vessels	Id of parent vessel 1	Id of parent vessel 2	

********************************************************************************

  8.015389071784629E-004  4.921298576398426E-003  3.363521849630709E-002
  1.360295685408775E-003  4.894783390534475E-003  3.358109163127962E-002
  4.500000000000000E-004           1
           1          19           0
  1.360295685408775E-003  4.894783390534475E-003  3.358109163127962E-002
  1.984756359730268E-003  4.847663118265413E-003  3.346550463006497E-002
  4.500000000000000E-004           1
           1          20           0
  1.984756359730268E-003  4.847663118265413E-003  3.346550463006497E-002
  2.411644518241121E-003  4.791393107311518E-003  3.341200448372143E-002
  4.500000000000000E-004           1
           1          21           0
  2.411644518241121E-003  4.791393107311518E-003  3.341200448372143E-002
  2.906517043293695E-003  4.789294689963244E-003  3.338775637426506E-002
  4.500000000000000E-004           1
           1          22           0
  2.906517043293695E-003  4.789294689963244E-003  3.338775637426506E-002
  3.481317699226233E-003  4.735965012831598E-003  3.338933892076180E-002
  4.500000000000000E-004           1
           1          23           0
  3.481317699226233E-003  4.735965012831598E-003  3.338933892076180E-002
  3.922043500804362E-003  4.695051346754214E-003  3.325266684778130E-002
  4.500000000000000E-004           1
           1          24           0
  3.922043500804362E-003  4.695051346754214E-003  3.325266684778130E-002
  4.308290730234371E-003  4.734131772711004E-003  3.310122705184938E-002
  4.500000000000000E-004           1
           1          25           0
  4.308290730234371E-003  4.734131772711004E-003  3.310122705184938E-002
  4.825872170657791E-003  4.736356859205457E-003  3.305541520186733E-002
  4.500000000000000E-004           1
           1          26           0
  4.825872170657791E-003  4.736356859205457E-003  3.305541520186733E-002
  5.377190910874489E-003  4.735127445587482E-003  3.289829204159309E-002
  4.500000000000000E-004           1
           1          27           0
  5.377190910874489E-003  4.735127445587482E-003  3.289829204159309E-002
  5.948997124819550E-003  4.755021360970578E-003  3.282197577158735E-002
  4.500000000000000E-004           1
           1          28           0
  5.948997124819550E-003  4.755021360970578E-003  3.282197577158735E-002
  6.320669670319497E-003  4.722193362378606E-003  3.266146737946096E-002
  4.500000000000000E-004           1
           1          29           0
  6.320669670319497E-003  4.722193362378606E-003  3.266146737946096E-002
  6.945903766781978E-003  4.701830193559560E-003  3.247146301372185E-002
  4.500000000000000E-004           1
           1          30           0
  6.945903766781978E-003  4.701830193559560E-003  3.247146301372185E-002
  7.370383325158797E-003  4.705085821033030E-003  3.228083921416537E-002
  4.500000000000000E-004           1
           1          31           0
  7.370383325158797E-003  4.705085821033030E-003  3.228083921416537E-002
  7.969745441977748E-003  4.653970964725116E-003  3.224547774424893E-002
  4.500000000000000E-004           1
           1          32           0
  7.969745441977748E-003  4.653970964725116E-003  3.224547774424893E-002
  8.391872790684865E-003  4.598231387798782E-003  3.212338335419346E-002
  4.500000000000000E-004           1
           1          33           0
  4.825872170657791E-003  4.736356859205457E-003  3.305541520186733E-002
  5.324421102564978E-003  4.660864762626992E-003  3.319367809274341E-002
  4.500000000000000E-004           1
           1          27           0
  5.324421102564978E-003  4.660864762626992E-003  3.319367809274341E-002
  5.710124257630725E-003  4.563866579115329E-003  3.364291863077367E-002
  4.500000000000000E-004           1
           1          35           0
  5.710124257630725E-003  4.563866579115329E-003  3.364291863077367E-002
  6.176096796000420E-003  4.583466930800801E-003  3.384683340558421E-002
  4.500000000000000E-004           1
           1          36           0
  6.176096796000420E-003  4.583466930800801E-003  3.384683340558421E-002
  6.543159664582068E-003  4.471737621283037E-003  3.400525974032749E-002
  4.500000000000000E-004           1
           1          37           0
  6.543159664582068E-003  4.471737621283037E-003  3.400525974032749E-002
  6.969990467778402E-003  4.502036526334490E-003  3.440090482109948E-002
  4.500000000000000E-004           1
           1          38           0
  6.436491673103709E-003  7.586152773818562E-003  3.000000000000000E-002
  6.546538929714013E-003  7.626718679822993E-003  2.900000000000000E-002
  2.000000000000000E-004           1
           1         390           0
  6.546538929714013E-003  7.626718679822993E-003  2.900000000000000E-002
  6.490409592650621E-003  7.606028137581967E-003  2.800000000000000E-002
  2.000000000000000E-004           1
           1          40           0
  6.490409592650621E-003  7.606028137581967E-003  2.800000000000000E-002
  6.417057785082814E-003  7.578989003461723E-003  2.700000000000000E-002
  2.000000000000000E-004           1
           1          41           0
  6.417057785082814E-003  7.578989003461723E-003  2.700000000000000E-002
  6.354661911543006E-003  7.555988474243230E-003  2.600000000000000E-002
  2.000000000000000E-004           1
           1          42           0
  6.354661911543006E-003  7.555988474243230E-003  2.600000000000000E-002
  6.323002671196361E-003  7.544318162709509E-003  2.500000000000000E-002
  2.000000000000000E-004           1
           1          43           0
  6.323002671196361E-003  7.544318162709509E-003  2.500000000000000E-002
  6.406923598483862E-003  7.575253313234931E-003  2.400000000000000E-002
  2.000000000000000E-004           1
           1          44           0
  6.406923598483862E-003  7.575253313234931E-003  2.400000000000000E-002
  6.417771535005138E-003  7.579252107814812E-003  2.300000000000000E-002
  2.000000000000000E-004           1
           1          45           0
  6.417771535005138E-003  7.579252107814812E-003  2.300000000000000E-002
  6.335197904734834E-003  7.548813601420676E-003  2.200000000000000E-002
  2.000000000000000E-004           1
           1          46           0
  6.335197904734834E-003  7.548813601420676E-003  2.200000000000000E-002
  6.385460245522600E-003  7.567341436232402E-003  2.100000000000000E-002
  2.000000000000000E-004           1
           1          47           0
  6.385460245522600E-003  7.567341436232402E-003  2.100000000000000E-002
  6.427344203217090E-003  7.582780809673077E-003  2.000000000000000E-002
  2.000000000000000E-004           1
           1          48           0
  6.427344203217090E-003  7.582780809673077E-003  2.000000000000000E-002
  6.348646543896271E-003  7.553771073773143E-003  1.900000000000000E-002
  2.000000000000000E-004           1
           1          49           0
  6.348646543896271E-003  7.553771073773143E-003  1.900000000000000E-002
  6.337730636254111E-003  7.549747223501864E-003  1.800000000000000E-002
  2.000000000000000E-004           1
           1          50           0
  6.337730636254111E-003  7.549747223501864E-003  1.800000000000000E-002
  6.338921264623476E-003  7.550186116028634E-003  1.700000000000000E-002
  2.000000000000000E-004           1
           1          51           0
  6.338921264623476E-003  7.550186116028634E-003  1.700000000000000E-002
  6.312756147823986E-003  7.540541062609068E-003  1.600000000000000E-002
  2.000000000000000E-004           1
           1          52           0
  6.312756147823986E-003  7.540541062609068E-003  1.600000000000000E-002
  6.398243540272588E-003  7.572053647597118E-003  1.500000000000000E-002
  2.000000000000000E-004           1
           1          53           0
  6.398243540272588E-003  7.572053647597118E-003  1.500000000000000E-002
  6.446098611534440E-003  7.589694108454022E-003  1.400000000000000E-002
  2.000000000000000E-004           1
           1          54           0
  6.446098611534440E-003  7.589694108454022E-003  1.400000000000000E-002
  6.386607073248943E-003  7.567764182852200E-003  1.300000000000000E-002
  2.000000000000000E-004           1
           1          55           0
  6.386607073248943E-003  7.567764182852200E-003  1.300000000000000E-002
  6.394709316112410E-003  7.570750852693397E-003  1.200000000000000E-002
  2.000000000000000E-004           1
           1          56           0
  6.394709316112410E-003  7.570750852693397E-003  1.200000000000000E-002
  6.428592856224294E-003  7.583241091392790E-003  1.100000000000000E-002
  2.000000000000000E-004           1
           2          57         382
  6.428592856224294E-003  7.583241091392790E-003  1.100000000000000E-002
  6.494596277163775E-003  7.607571444118288E-003  9.999999999999998E-003
  2.000000000000000E-004           1
           1          58           0
  6.494596277163775E-003  7.607571444118288E-003  9.999999999999998E-003
  6.576921310167913E-003  7.637918311941477E-003  8.999999999999998E-003
  2.000000000000000E-004           1
           1          59           0
  6.576921310167913E-003  7.637918311941477E-003  8.999999999999998E-003
  6.400460124484518E-003  7.572870730635457E-003  7.999999999999997E-003
  2.000000000000000E-004           1
           1          60           0
  6.400460124484520E-003  7.572870730635458E-003  8.000000000000000E-003
  6.237731304596646E-003  7.512885209731836E-003  6.999999999999999E-003
  2.000000000000000E-004           1
           1          61           0
  6.237731304596646E-003  7.512885209731836E-003  6.999999999999999E-003
  6.498610648687226E-003  7.609051232192095E-003  5.999999999999998E-003
  2.000000000000000E-004           1
           1          62           0
  6.498610648687226E-003  7.609051232192095E-003  5.999999999999998E-003
  6.644124749578993E-003  7.662691018597657E-003  4.999999999999998E-003
  2.000000000000000E-004           1
           1          63           0
  6.644124749578993E-003  7.662691018597657E-003  4.999999999999998E-003
  6.375643693802480E-003  7.563722833400927E-003  3.999999999999997E-003
  2.000000000000000E-004           1
           1          64           0
  6.375643693802480E-003  7.563722833400927E-003  3.999999999999997E-003
  6.269781560890060E-003  7.524699658581031E-003  2.999999999999996E-003
  2.000000000000000E-004           1
           1          65           0
  6.269781560890060E-003  7.524699658581031E-003  2.999999999999999E-003
  6.384916243690089E-003  7.567140904861756E-003  1.999999999999998E-003
  2.000000000000000E-004           1
           1          66           0
  6.384916243690089E-003  7.567140904861756E-003  1.999999999999998E-003
  6.406425469699540E-003  7.575069691706641E-003  9.999999999999974E-004
  2.000000000000000E-004           1
           1          67           0
  6.406425469699540E-003  7.575069691706641E-003  9.999999999999974E-004
  6.436491673103709E-003  7.586152773818562E-003 -3.469446951953614E-018
  2.000000000000000E-004           1
           1          68           0
  7.500000000000001E-003  1.004017169930913E-003  3.000000000000000E-002
  7.512426429587048E-003  1.044994832625924E-003  2.900000000000000E-002
  2.000000000000000E-004           1
           1         397           0
  7.512426429587048E-003  1.044994832625924E-003  2.900000000000000E-002
  7.490626001483825E-003  9.731052698868510E-004  2.800000000000000E-002
  2.000000000000000E-004           1
           1          70           0
  7.490626001483825E-003  9.731052698868510E-004  2.800000000000000E-002
  7.509556771627852E-003  1.035531786537079E-003  2.700000000000000E-002
  2.000000000000000E-004           1
           1          71           0
  7.509556771627852E-003  1.035531786537079E-003  2.700000000000000E-002
  7.525892028382240E-003  1.089399282154283E-003  2.600000000000000E-002
  2.000000000000000E-004           1
           1          72           0
  7.525892028382240E-003  1.089399282154283E-003  2.600000000000000E-002
  7.504650750231780E-003  1.019353584380585E-003  2.500000000000000E-002
  2.000000000000000E-004           1
           1          73           0
  7.504650750231780E-003  1.019353584380585E-003  2.500000000000000E-002
  7.521016045061088E-003  1.073320134202650E-003  2.400000000000000E-002
  2.000000000000000E-004           1
           1          74           0
  7.521016045061088E-003  1.073320134202650E-003  2.400000000000000E-002
  7.523057641186503E-003  1.080052545697091E-003  2.300000000000000E-002
  2.000000000000000E-004           1
           1          75           0
  7.523057641186503E-003  1.080052545697091E-003  2.300000000000000E-002
  7.482109631318049E-003  9.450215036212130E-004  2.200000000000000E-002
  2.000000000000000E-004           1
           1          76           0
  7.482109631318049E-003  9.450215036212130E-004  2.200000000000000E-002
  7.494049160653573E-003  9.843935535267048E-004  2.100000000000000E-002
  2.000000000000000E-004           1
           1          77           0
  7.494049160653573E-003  9.843935535267048E-004  2.100000000000000E-002
  7.502090206064032E-003  1.010909878609213E-003  2.000000000000000E-002
  2.000000000000000E-004           1
           1          78           0
  7.502090206064032E-003  1.010909878609213E-003  2.000000000000000E-002
  7.464180391297934E-003  8.858976543469234E-004  1.900000000000000E-002
  2.000000000000000E-004           1
           1          79           0
  7.464180391297934E-003  8.858976543469234E-004  1.900000000000000E-002
  7.491581813907558E-003  9.762571775868925E-004  1.800000000000000E-002
  2.000000000000000E-004           1
           1          80           0
  7.491581813907558E-003  9.762571775868925E-004  1.800000000000000E-002
  7.518668628402156E-003  1.065579242309242E-003  1.700000000000000E-002
  2.000000000000000E-004           1
           1          81           0
  7.518668628402156E-003  1.065579242309242E-003  1.700000000000000E-002
  7.457743195873393E-003  8.646702196311907E-004  1.600000000000000E-002
  2.000000000000000E-004           1
           1          82           0
  7.457743195873393E-003  8.646702196311909E-004  1.600000000000000E-002
  7.449256653475159E-003  8.366848140562642E-004  1.500000000000000E-002
  2.000000000000000E-004           1
           1          83           0
  7.449256653475159E-003  8.366848140562642E-004  1.500000000000000E-002
  7.514439720276600E-003  1.051633903503490E-003  1.400000000000000E-002
  2.000000000000000E-004           1
           2          84         380
  7.514439720276600E-003  1.051633903503490E-003  1.400000000000000E-002
  7.534780450143757E-003  1.118709933800679E-003  1.300000000000000E-002
  2.000000000000000E-004           1
           1          85           0
  7.534780450143757E-003  1.118709933800679E-003  1.300000000000000E-002
  7.527050523628770E-003  1.093219561109997E-003  1.200000000000000E-002
  2.000000000000000E-004           1
           1          86           0
  7.527050523628770E-003  1.093219561109997E-003  1.200000000000000E-002
  7.506326717636988E-003  1.024880290707396E-003  1.100000000000000E-002
  2.000000000000000E-004           1
           1          87           0
  7.506326717636988E-003  1.024880290707396E-003  1.100000000000000E-002
  7.470801088481890E-003  9.077302084292932E-004  9.999999999999998E-003
  2.000000000000000E-004           1
           1          88           0
  7.470801088481890E-003  9.077302084292932E-004  9.999999999999998E-003
  7.489860353202120E-003  9.705804515702987E-004  8.999999999999998E-003
  2.000000000000000E-004           1
           1          89           0
  7.489860353202120E-003  9.705804515702987E-004  8.999999999999998E-003
  7.511435431268799E-003  1.041726895159891E-003  7.999999999999997E-003
  2.000000000000000E-004           1
           1          90           0
  7.511435431268799E-003  1.041726895159892E-003  8.000000000000000E-003
  7.463343181836676E-003  8.831368543385061E-004  6.999999999999999E-003
  2.000000000000000E-004           1
           1          91           0
  7.463343181836676E-003  8.831368543385061E-004  6.999999999999999E-003
  7.439649545438030E-003  8.050042070192823E-004  5.999999999999998E-003
  2.000000000000000E-004           1
           1          92           0
  7.439649545438030E-003  8.050042070192823E-004  5.999999999999998E-003
  7.463697873722896E-003  8.843064939660757E-004  4.999999999999998E-003
  2.000000000000000E-004           1
           1          93           0
  7.463697873722896E-003  8.843064939660757E-004  4.999999999999998E-003
  7.469736336024457E-003  9.042190577203334E-004  3.999999999999997E-003
  2.000000000000000E-004           1
           1          94           0
  7.469736336024457E-003  9.042190577203334E-004  3.999999999999997E-003
  7.492970825688916E-003  9.808376128484558E-004  2.999999999999996E-003
  2.000000000000000E-004           1
           1          95           0
  7.492970825688916E-003  9.808376128484552E-004  2.999999999999999E-003
  7.536600873537918E-003  1.124713001317823E-003  1.999999999999998E-003
  2.000000000000000E-004           1
           1          96           0
  7.536600873537918E-003  1.124713001317823E-003  1.999999999999998E-003
  7.536474094093736E-003  1.124294930683454E-003  9.999999999999974E-004
  2.000000000000000E-004           1
           1          97           0
  7.536474094093736E-003  1.124294930683454E-003  9.999999999999974E-004
  7.500000000000001E-003  1.004017169930912E-003 -3.469446951953614E-018
  2.000000000000000E-004           1
           1          98           0
  2.436491673103708E-003  7.586152773818562E-003  3.000000000000000E-002
  2.438330409428997E-003  7.521942099356021E-003  2.900000000000000E-002
  2.000000000000000E-004           1
           1         404           0
  2.438330409428997E-003  7.521942099356021E-003  2.900000000000000E-002
  2.433798721341420E-003  7.680193581395708E-003  2.800000000000000E-002
  2.000000000000000E-004           1
           1         100           0
  2.433798721341420E-003  7.680193581395708E-003  2.800000000000000E-002
  2.435789586299895E-003  7.610670409427357E-003  2.700000000000000E-002
  2.000000000000000E-004           1
           1         101           0
  2.435789586299895E-003  7.610670409427357E-003  2.700000000000000E-002
  2.439513863076424E-003  7.480614609464571E-003  2.600000000000000E-002
  2.000000000000000E-004           1
           1         102           0
  2.439513863076424E-003  7.480614609464571E-003  2.600000000000000E-002
  2.435272767556241E-003  7.628718282658820E-003  2.500000000000000E-002
  2.000000000000000E-004           1
           1         103           0
  2.435272767556241E-003  7.628718282658820E-003  2.500000000000000E-002
  2.434558159373098E-003  7.653673178466894E-003  2.400000000000000E-002
  2.000000000000000E-004           1
           1         104           0
  2.434558159373098E-003  7.653673178466894E-003  2.400000000000000E-002
  2.437503477527244E-003  7.550819461714015E-003  2.300000000000000E-002
  2.000000000000000E-004           1
           1         105           0
  2.437503477527244E-003  7.550819461714015E-003  2.300000000000000E-002
  2.435553223632647E-003  7.618924451115155E-003  2.200000000000000E-002
  2.000000000000000E-004           1
           1         106           0
  2.435553223632647E-003  7.618924451115155E-003  2.200000000000000E-002
  2.436991594702837E-003  7.568694967271225E-003  2.100000000000000E-002
  2.000000000000000E-004           1
           1         107           0
  2.436991594702837E-003  7.568694967271225E-003  2.100000000000000E-002
  2.442325673584319E-003  7.382423125079534E-003  2.000000000000000E-002
  2.000000000000000E-004           1
           1         108           0
  2.442325673584319E-003  7.382423125079534E-003  2.000000000000000E-002
  2.441855808020559E-003  7.398831342147327E-003  1.900000000000000E-002
  2.000000000000000E-004           1
           1         109           0
  2.441855808020559E-003  7.398831342147327E-003  1.900000000000000E-002
  2.438641880243802E-003  7.511065199379165E-003  1.800000000000000E-002
  2.000000000000000E-004           1
           1         110           0
  2.438641880243802E-003  7.511065199379165E-003  1.800000000000000E-002
  2.435579659187358E-003  7.618001292762080E-003  1.700000000000000E-002
  2.000000000000000E-004           1
           2         111         378
  2.435579659187358E-003  7.618001292762080E-003  1.700000000000000E-002
  2.432411849390699E-003  7.728624659916447E-003  1.600000000000000E-002
  2.000000000000000E-004           1
           1         112           0
  2.432411849390699E-003  7.728624659916447E-003  1.600000000000000E-002
  2.433767505782612E-003  7.681283662696240E-003  1.500000000000000E-002
  2.000000000000000E-004           1
           1         113           0
  2.433767505782612E-003  7.681283662696240E-003  1.500000000000000E-002
  2.435653516256652E-003  7.615422123488055E-003  1.400000000000000E-002
  2.000000000000000E-004           1
           1         114           0
  2.435653516256652E-003  7.615422123488055E-003  1.400000000000000E-002
  2.434126804434556E-003  7.668736562572374E-003  1.300000000000000E-002
  2.000000000000000E-004           1
           1         115           0
  2.434126804434556E-003  7.668736562572374E-003  1.300000000000000E-002
  2.435851179018345E-003  7.608519524638058E-003  1.200000000000000E-002
  2.000000000000000E-004           1
           1         116           0
  2.435851179018345E-003  7.608519524638058E-003  1.200000000000000E-002
  2.438588559176690E-003  7.512927229097747E-003  1.100000000000000E-002
  2.000000000000000E-004           1
           1         117           0
  2.438588559176690E-003  7.512927229097748E-003  1.100000000000000E-002
  2.436301663802553E-003  7.592788105493645E-003  9.999999999999998E-003
  2.000000000000000E-004           1
           1         118           0
  2.436301663802553E-003  7.592788105493645E-003  9.999999999999998E-003
  2.434310287345972E-003  7.662329139532783E-003  8.999999999999998E-003
  2.000000000000000E-004           1
           1         119           0
  2.434310287345972E-003  7.662329139532783E-003  8.999999999999998E-003
  2.436598307294934E-003  7.582428991759540E-003  7.999999999999997E-003
  2.000000000000000E-004           1
           1         120           0
  2.436598307294934E-003  7.582428991759541E-003  8.000000000000000E-003
  2.442365243371854E-003  7.381041305015951E-003  6.999999999999999E-003
  2.000000000000000E-004           1
           1         121           0
  2.442365243371854E-003  7.381041305015951E-003  6.999999999999999E-003
  2.446535667930540E-003  7.235405538742451E-003  5.999999999999998E-003
  2.000000000000000E-004           1
           1         122           0
  2.446535667930540E-003  7.235405538742451E-003  5.999999999999998E-003
  2.440298472867450E-003  7.453215181292735E-003  4.999999999999998E-003
  2.000000000000000E-004           1
           2         123         387
  2.440298472867450E-003  7.453215181292735E-003  4.999999999999998E-003
  2.432283628425401E-003  7.733102275629339E-003  3.999999999999997E-003
  2.000000000000000E-004           1
           1         124           0
  2.432283628425401E-003  7.733102275629339E-003  3.999999999999997E-003
  2.435712416552982E-003  7.613365261010619E-003  2.999999999999996E-003
  2.000000000000000E-004           1
           1         125           0
  2.435712416552982E-003  7.613365261010620E-003  2.999999999999999E-003
  2.438932252727327E-003  7.500925076102061E-003  1.999999999999998E-003
  2.000000000000000E-004           1
           1         126           0
  2.438932252727327E-003  7.500925076102061E-003  1.999999999999998E-003
  2.435392206542378E-003  7.624547343219891E-003  9.999999999999974E-004
  2.000000000000000E-004           1
           1         127           0
  2.435392206542378E-003  7.624547343219891E-003  9.999999999999974E-004
  2.436491673103708E-003  7.586152773818562E-003 -3.469446951953614E-018
  2.000000000000000E-004           1
           1         128           0
  4.436491673103709E-003  1.618033988749895E-003  3.000000000000000E-002
  4.502538539138084E-003  1.637872609649620E-003  2.900000000000000E-002
  2.000000000000000E-004           1
           1         411           0
  4.502538539138084E-003  1.637872609649620E-003  2.900000000000000E-002
  4.339758026117028E-003  1.588977921959115E-003  2.800000000000000E-002
  2.000000000000000E-004           1
           1         130           0
  4.339758026117028E-003  1.588977921959115E-003  2.800000000000000E-002
  4.311015428650278E-003  1.580344454104342E-003  2.700000000000000E-002
  2.000000000000000E-004           1
           1         131           0
  4.311015428650278E-003  1.580344454104342E-003  2.700000000000000E-002
  4.439046445384618E-003  1.618801370486672E-003  2.600000000000000E-002
  2.000000000000000E-004           1
           1         132           0
  4.439046445384618E-003  1.618801370486672E-003  2.600000000000000E-002
  4.474170223725867E-003  1.629351565596843E-003  2.500000000000000E-002
  2.000000000000000E-004           1
           1         133           0
  4.474170223725867E-003  1.629351565596843E-003  2.500000000000000E-002
  4.522909377117329E-003  1.643991436421349E-003  2.400000000000000E-002
  2.000000000000000E-004           1
           1         134           0
  4.522909377117329E-003  1.643991436421349E-003  2.400000000000000E-002
  4.542237704165770E-003  1.649797122231488E-003  2.300000000000000E-002
  2.000000000000000E-004           1
           1         135           0
  4.542237704165770E-003  1.649797122231488E-003  2.300000000000000E-002
  4.399001131763020E-003  1.606772884603087E-003  2.200000000000000E-002
  2.000000000000000E-004           1
           1         136           0
  4.399001131763020E-003  1.606772884603087E-003  2.200000000000000E-002
  4.312563436946897E-003  1.580809432256830E-003  2.100000000000000E-002
  2.000000000000000E-004           1
           1         137           0
  4.312563436946897E-003  1.580809432256830E-003  2.100000000000000E-002
  4.343410575065921E-003  1.590075044930507E-003  2.000000000000000E-002
  2.000000000000000E-004           1
           1         138           0
  4.343410575065921E-003  1.590075044930507E-003  2.000000000000000E-002
  4.354655536516645E-003  1.593452715070629E-003  1.900000000000000E-002
  2.000000000000000E-004           1
           2         139         376
  4.354655536516645E-003  1.593452715070629E-003  1.900000000000000E-002
  4.400318747495100E-003  1.607168659309288E-003  1.800000000000000E-002
  2.000000000000000E-004           1
           1         140           0
  4.400318747495100E-003  1.607168659309288E-003  1.800000000000000E-002
  4.459524334580079E-003  1.624952352432793E-003  1.700000000000000E-002
  2.000000000000000E-004           1
           1         141           0
  4.459524334580079E-003  1.624952352432793E-003  1.700000000000000E-002
  4.481905046861425E-003  1.631674888914453E-003  1.600000000000000E-002
  2.000000000000000E-004           1
           1         142           0
  4.481905046861425E-003  1.631674888914453E-003  1.600000000000000E-002
  4.522916310567033E-003  1.643993519034628E-003  1.500000000000000E-002
  2.000000000000000E-004           1
           1         143           0
  4.522916310567033E-003  1.643993519034628E-003  1.500000000000000E-002
  4.481867632906458E-003  1.631663650814699E-003  1.400000000000000E-002
  2.000000000000000E-004           1
           1         144           0
  4.481867632906458E-003  1.631663650814699E-003  1.400000000000000E-002
  4.420383478659468E-003  1.613195540203495E-003  1.300000000000000E-002
  2.000000000000000E-004           1
           1         145           0
  4.420383478659468E-003  1.613195540203495E-003  1.300000000000000E-002
  4.569971284994573E-003  1.658127509868172E-003  1.200000000000000E-002
  2.000000000000000E-004           1
           1         146           0
  4.569971284994573E-003  1.658127509868172E-003  1.200000000000000E-002
  4.689056490782114E-003  1.693897356255056E-003  1.100000000000000E-002
  2.000000000000000E-004           1
           1         147           0
  4.689056490782114E-003  1.693897356255056E-003  1.100000000000000E-002
  4.546456411732392E-003  1.651064303327673E-003  9.999999999999998E-003
  2.000000000000000E-004           1
           1         148           0
  4.546456411732392E-003  1.651064303327673E-003  9.999999999999998E-003
  4.439919589036653E-003  1.619063638281403E-003  8.999999999999998E-003
  2.000000000000000E-004           1
           1         149           0
  4.439919589036653E-003  1.619063638281403E-003  8.999999999999998E-003
  4.464663408454049E-003  1.626495985681164E-003  7.999999999999997E-003
  2.000000000000000E-004           1
           1         150           0
  4.464663408454049E-003  1.626495985681164E-003  8.000000000000000E-003
  4.448059598783523E-003  1.621508668260632E-003  6.999999999999999E-003
  2.000000000000000E-004           1
           2         151         385
  4.448059598783523E-003  1.621508668260632E-003  6.999999999999999E-003
  4.446903338446788E-003  1.621161360176855E-003  5.999999999999998E-003
